external_gene_name,number_of_paralogues,paralogue
EYA3,3,Yes
EYA4,3,Yes
EYS,6,Yes
EZH1,20,Yes
EZH2,20,Yes
EZR,6,Yes
F10,17,Yes
F11,17,Yes
F11R,15,Yes
F12,17,Yes
F13A1,9,Yes
F13B,40,Yes
F2,1,Yes
F2R,16,Yes
F2RL1,16,Yes
F2RL2,16,Yes
F2RL3,16,Yes
F3,12,Yes
F5,37,Yes
F7,17,Yes
F8,37,Yes
F8A1,2,Yes
F8A2,2,Yes
F8A3,2,Yes
F9,17,Yes
FAAH,2,Yes
FAAH2,2,Yes
FABP1,15,Yes
FABP12,15,Yes
FABP2,15,Yes
FABP3,15,Yes
FABP4,15,Yes
FABP5,15,Yes
FABP6,15,Yes
FABP7,15,Yes
FABP9,15,Yes
FADS1,3,Yes
FADS2,3,Yes
FADS3,3,Yes
FAF1,4,Yes
FAF2,4,Yes
FAH,3,Yes
FAHD1,3,Yes
FAHD2A,3,Yes
FAHD2B,3,Yes
FAIM2,6,Yes
FAM102A,1,Yes
FAM102B,1,Yes
FAM107A,1,Yes
FAM107B,1,Yes
FAM110A,3,Yes
FAM110B,3,Yes
FAM110C,3,Yes
FAM110D,3,Yes
FAM111A,1,Yes
FAM111B,1,Yes
FAM114A1,1,Yes
FAM114A2,1,Yes
FAM117A,2,Yes
FAM117B,2,Yes
FAM118A,1,Yes
FAM118B,1,Yes
FAM120A,3,Yes
FAM120B,3,Yes
FAM120C,3,Yes
FAM122A,2,Yes
FAM122B,2,Yes
FAM122C,2,Yes
FAM124A,1,Yes
FAM124B,1,Yes
FAM126A,1,Yes
FAM126B,1,Yes
FAM129A,2,Yes
FAM129B,2,Yes
FAM129C,2,Yes
FAM131A,2,Yes
FAM131B,2,Yes
FAM131C,2,Yes
FAM133A,1,Yes
FAM133B,1,Yes
FAM135A,1,Yes
FAM135B,1,Yes
FAM13A,2,Yes
FAM13B,2,Yes
FAM13C,2,Yes
FAM149A,1,Yes
FAM149B1,1,Yes
FAM151A,1,Yes
FAM151B,1,Yes
FAM153A,2,Yes
FAM153B,2,Yes
FAM155A,1,Yes
FAM155B,1,Yes
FAM156A,1,Yes
FAM156B,1,Yes
FAM160A1,3,Yes
FAM160A2,3,Yes
FAM160B1,3,Yes
FAM160B2,3,Yes
FAM161A,2,Yes
FAM161B,2,Yes
FAM162A,1,Yes
FAM162B,1,Yes
FAM166B,1,Yes
FAM167A,3,Yes
FAM167B,3,Yes
FAM168A,1,Yes
FAM168B,1,Yes
FAM169A,1,Yes
FAM169B,1,Yes
FAM171A1,2,Yes
FAM171A2,2,Yes
FAM171B,2,Yes
FAM173A,1,Yes
FAM177A1,1,Yes
FAM177B,1,Yes
FAM178B,1,Yes
FAM180A,1,Yes
FAM180B,1,Yes
FAM181A,1,Yes
FAM181B,1,Yes
FAM184A,1,Yes
FAM184B,1,Yes
FAM187A,1,Yes
FAM187B,1,Yes
FAM189A1,2,Yes
FAM189A2,2,Yes
FAM189B,2,Yes
FAM193A,1,Yes
FAM193B,1,Yes
FAM200A,19,Yes
FAM200B,19,Yes
FAM205A,10,Yes
FAM205C,10,Yes
FAM209A,1,Yes
FAM209B,1,Yes
FAM20A,2,Yes
FAM20B,2,Yes
FAM20C,2,Yes
FAM210A,1,Yes
FAM210B,1,Yes
FAM214A,1,Yes
FAM214B,1,Yes
FAM216A,1,Yes
FAM216B,1,Yes
FAM217A,1,Yes
FAM217B,1,Yes
FAM219A,1,Yes
FAM219B,1,Yes
FAM220A,1,Yes
FAM221A,1,Yes
FAM221B,1,Yes
FAM222A,1,Yes
FAM222B,1,Yes
FAM228A,2,Yes
FAM228B,2,Yes
FAM229A,1,Yes
FAM229B,1,Yes
FAM234A,1,Yes
FAM234B,1,Yes
FAM236A,3,Yes
FAM236B,3,Yes
FAM236C,3,Yes
FAM236D,3,Yes
FAM237A,1,Yes
FAM237B,1,Yes
FAM240A,1,Yes
FAM240B,1,Yes
FAM241A,1,Yes
FAM241B,1,Yes
FAM243A,1,Yes
FAM243B,1,Yes
FAM24A,1,Yes
FAM24B,1,Yes
FAM25A,2,Yes
FAM25C,2,Yes
FAM25G,2,Yes
FAM3A,3,Yes
FAM3B,3,Yes
FAM3C,3,Yes
FAM3D,3,Yes
FAM43A,11,Yes
FAM43B,11,Yes
FAM47A,18,Yes
FAM47B,18,Yes
FAM47C,18,Yes
FAM47E,3,Yes
FAM47E-STBD1,3,Yes
FAM49A,1,Yes
FAM49B,1,Yes
FAM50A,1,Yes
FAM50B,1,Yes
FAM53A,2,Yes
FAM53B,2,Yes
FAM53C,2,Yes
FAM57A,7,Yes
FAM57B,7,Yes
FAM71A,8,Yes
FAM71B,8,Yes
FAM71C,8,Yes
FAM71D,8,Yes
FAM71E2,8,Yes
FAM71F1,8,Yes
FAM71F2,8,Yes
FAM72A,3,Yes
FAM72B,3,Yes
FAM72C,3,Yes
FAM72D,3,Yes
FAM76A,2,Yes
FAM76B,2,Yes
FAM78A,1,Yes
FAM78B,1,Yes
FAM81A,1,Yes
FAM81B,1,Yes
FAM83A,7,Yes
FAM83B,7,Yes
FAM83C,7,Yes
FAM83D,7,Yes
FAM83E,7,Yes
FAM83F,7,Yes
FAM83G,7,Yes
FAM83H,7,Yes
FAM86B1,3,Yes
FAM86B2,3,Yes
FAM86C1,3,Yes
FAM89A,2,Yes
FAM89B,2,Yes
FAM90A1,12,Yes
FAM90A26,12,Yes
FAM92A,1,Yes
FAM92B,1,Yes
FAM95C,11,Yes
FAM98A,2,Yes
FAM98B,2,Yes
FAM98C,2,Yes
FAM9A,3,Yes
FAM9B,3,Yes
FAM9C,3,Yes
FAP,6,Yes
FAR1,1,Yes
FAR2,1,Yes
FARP1,10,Yes
FARP2,10,Yes
FARS2,2,Yes
FARSA,2,Yes
FARSB,1,Yes
FAS,21,Yes
FASLG,8,Yes
FASN,1,Yes
FASTK,5,Yes
FASTKD1,5,Yes
FASTKD2,5,Yes
FASTKD3,5,Yes
FASTKD5,5,Yes
FAT1,6,Yes
FAT2,6,Yes
FAT3,6,Yes
FAT4,6,Yes
FAXC,3,Yes
FAXDC2,3,Yes
FBL,1,Yes
FBLIM1,1,Yes
FBLL1,1,Yes
FBLN1,6,Yes
FBLN2,6,Yes
FBLN5,6,Yes
FBLN7,8,Yes
FBN1,2,Yes
FBN2,2,Yes
FBN3,2,Yes
FBP1,1,Yes
FBP2,1,Yes
FBRS,2,Yes
FBRSL1,2,Yes
FBXL13,16,Yes
FBXL14,16,Yes
FBXL15,16,Yes
FBXL16,16,Yes
FBXL17,16,Yes
FBXL18,16,Yes
FBXL19,16,Yes
FBXL2,16,Yes
FBXL20,16,Yes
FBXL22,16,Yes
FBXL3,16,Yes
FBXL4,16,Yes
FBXL5,16,Yes
FBXL6,16,Yes
FBXL7,16,Yes
FBXL8,1,Yes
FBXO10,1,Yes
FBXO11,1,Yes
FBXO15,1,Yes
FBXO16,14,Yes
FBXO17,5,Yes
FBXO2,5,Yes
FBXO24,1,Yes
FBXO25,1,Yes
FBXO3,1,Yes
FBXO30,1,Yes
FBXO31,1,Yes
FBXO32,1,Yes
FBXO34,1,Yes
FBXO36,14,Yes
FBXO39,1,Yes
FBXO40,1,Yes
FBXO41,1,Yes
FBXO42,10,Yes
FBXO43,1,Yes
FBXO44,5,Yes
FBXO45,4,Yes
FBXO46,1,Yes
FBXO5,1,Yes
FBXO6,5,Yes
FBXO8,16,Yes
FBXW10,2,Yes
FBXW11,14,Yes
FBXW12,14,Yes
FBXW5,1,Yes
FBXW7,14,Yes
FBXW8,14,Yes
FBXW9,14,Yes
FCAMR,13,Yes
FCAR,25,Yes
FCER1A,18,Yes
FCER2,14,Yes
FCF1,1,Yes
FCGBP,19,Yes
FCGR1A,18,Yes
FCGR1B,18,Yes
FCGR2A,18,Yes
FCGR2B,18,Yes
FCGR3A,18,Yes
FCGR3B,18,Yes
FCGRT,23,Yes
FCHO1,5,Yes
FCHO2,5,Yes
FCHSD1,1,Yes
FCHSD2,1,Yes
FCMR,13,Yes
FCN1,25,Yes
FCN2,25,Yes
FCN3,25,Yes
FCRL1,18,Yes
FCRL2,18,Yes
FCRL3,18,Yes
FCRL4,18,Yes
FCRL5,18,Yes
FCRL6,18,Yes
FCRLA,18,Yes
FCRLB,18,Yes
FDX1,2,Yes
FDX2,2,Yes
FDXACB1,2,Yes
FDXR,2,Yes
FEM1A,4,Yes
FEM1B,4,Yes
FEM1C,4,Yes
FEN1,2,Yes
FER,32,Yes
FER1L5,4,Yes
FER1L6,4,Yes
FERD3L,13,Yes
FERMT1,2,Yes
FERMT2,2,Yes
FERMT3,2,Yes
FES,32,Yes
FETUB,3,Yes
FEV,29,Yes
FEZ1,1,Yes
FEZ2,1,Yes
FEZF1,29,Yes
FEZF2,29,Yes
FFAR1,15,Yes
FFAR2,15,Yes
FFAR3,15,Yes
FFAR4,16,Yes
FGA,25,Yes
FGB,25,Yes
FGD1,10,Yes
FGD2,10,Yes
FGD3,10,Yes
FGD4,10,Yes
FGD5,10,Yes
FGD6,10,Yes
FGF1,21,Yes
FGF10,21,Yes
FGF11,21,Yes
FGF12,21,Yes
FGF13,21,Yes
FGF14,21,Yes
FGF16,21,Yes
FGF17,21,Yes
FGF18,21,Yes
FGF19,21,Yes
FGF2,21,Yes
FGF20,21,Yes
FGF21,21,Yes
FGF22,21,Yes
FGF23,21,Yes
FGF3,21,Yes
FGF4,21,Yes
FGF5,21,Yes
FGF6,21,Yes
FGF7,21,Yes
FGF8,21,Yes
FGF9,21,Yes
FGFBP1,2,Yes
FGFBP2,2,Yes
FGFBP3,2,Yes
FGFR1,54,Yes
FGFR1OP2,1,Yes
FGFR2,54,Yes
FGFR3,54,Yes
FGFR4,54,Yes
FGFRL1,2,Yes
FGG,25,Yes
FGGY,7,Yes
FGL1,25,Yes
FGL2,25,Yes
FGR,32,Yes
FH,3,Yes
FHAD1,1,Yes
FHDC1,18,Yes
FHIT,2,Yes
FHL1,21,Yes
FHL2,2,Yes
FHL3,2,Yes
FHL5,2,Yes
FHOD1,18,Yes
FHOD3,18,Yes
FIBCD1,25,Yes
FIG4,13,Yes
FIGLA,13,Yes
FIGN,10,Yes
FIGNL1,10,Yes
FIGNL2,10,Yes
FILIP1,3,Yes
FILIP1L,3,Yes
FITM1,1,Yes
FITM2,1,Yes
FIZ1,2,Yes
FKBP10,19,Yes
FKBP11,19,Yes
FKBP14,19,Yes
FKBP15,19,Yes
FKBP1A,19,Yes
FKBP1B,19,Yes
FKBP1C,19,Yes
FKBP2,19,Yes
FKBP3,19,Yes
FKBP4,19,Yes
FKBP5,19,Yes
FKBP6,19,Yes
FKBP7,19,Yes
FKBP8,19,Yes
FKBP9,19,Yes
FKBPL,19,Yes
FLCN,1,Yes
FLG,3,Yes
FLG2,3,Yes
FLI1,29,Yes
FLII,7,Yes
FLNA,36,Yes
FLNB,36,Yes
FLNC,36,Yes
FLOT1,1,Yes
FLOT2,1,Yes
FLRT1,22,Yes
FLRT2,22,Yes
FLRT3,22,Yes
FLT1,54,Yes
FLT3,54,Yes
FLT4,54,Yes
FLVCR1,4,Yes
FLVCR2,4,Yes
FLYWCH1,1,Yes
FLYWCH2,1,Yes
FMC1-LUC7L2,3,Yes
FMN2,18,Yes
FMNL1,18,Yes
FMNL2,18,Yes
FMNL3,18,Yes
FMO1,5,Yes
FMO2,5,Yes
FMO3,5,Yes
FMO4,5,Yes
FMO5,5,Yes
FMOD,10,Yes
FMR1,2,Yes
FN1,25,Yes
FN3K,1,Yes
FN3KRP,1,Yes
FNBP1,2,Yes
FNBP1L,2,Yes
FNBP4,18,Yes
FNDC1,1,Yes
FNDC3A,11,Yes
FNDC3B,11,Yes
FNDC4,1,Yes
FNDC5,1,Yes
FNDC7,25,Yes
FNDC9,1,Yes
FNIP1,1,Yes
FNIP2,1,Yes
FNTA,2,Yes
FNTB,3,Yes
FO393400.1,3,Yes
FO681492.1,31,Yes
FOLH1,5,Yes
FOLR1,4,Yes
FOLR2,4,Yes
FOLR3,4,Yes
FOS,8,Yes
FOSB,8,Yes
FOSL1,8,Yes
FOSL2,8,Yes
FOXA1,43,Yes
FOXA2,43,Yes
FOXA3,43,Yes
FOXB1,43,Yes
FOXB2,43,Yes
FOXC1,43,Yes
FOXC2,43,Yes
FOXD1,43,Yes
FOXD2,43,Yes
FOXD3,43,Yes
FOXD4,43,Yes
FOXD4L1,43,Yes
FOXD4L3,43,Yes
FOXD4L4,43,Yes
FOXD4L5,43,Yes
FOXD4L6,43,Yes
FOXE1,43,Yes
FOXE3,43,Yes
FOXF1,43,Yes
FOXF2,4,Yes
FOXG1,4,Yes
FOXH1,43,Yes
FOXI1,4,Yes
FOXI2,43,Yes
FOXI3,43,Yes
FOXJ1,43,Yes
FOXJ2,43,Yes
FOXJ3,43,Yes
FOXK1,43,Yes
FOXK2,43,Yes
FOXL1,43,Yes
FOXL2,43,Yes
FOXM1,43,Yes
FOXN1,43,Yes
FOXN2,2,Yes
FOXN3,2,Yes
FOXN4,2,Yes
FOXO1,43,Yes
FOXO3,43,Yes
FOXO3B,43,Yes
FOXO4,43,Yes
FOXO6,43,Yes
FOXP1,43,Yes
FOXP2,4,Yes
FOXP3,43,Yes
FOXP4,4,Yes
FOXQ1,43,Yes
FOXR1,43,Yes
FOXR2,43,Yes
FOXRED1,10,Yes
FOXRED2,5,Yes
FOXS1,43,Yes
FP565260.1,1,Yes
FP565260.2,2,Yes
FP565260.3,16,Yes
FP565260.4,5,Yes
FP565260.6,1,Yes
FPGT-TNNI3K,24,Yes
FPR1,8,Yes
FPR2,8,Yes
FPR3,8,Yes
FRA10AC1,5,Yes
FRAS1,7,Yes
FRAT1,1,Yes
FRAT2,1,Yes
FREM1,7,Yes
FREM2,7,Yes
FREM3,7,Yes
FRG1,1,Yes
FRG2,2,Yes
FRG2B,2,Yes
FRG2C,2,Yes
FRK,32,Yes
FRMD3,10,Yes
FRMD4A,6,Yes
FRMD4B,6,Yes
FRMD5,10,Yes
FRMD6,10,Yes
FRMD7,10,Yes
FRMD8,2,Yes
FRMPD1,2,Yes
FRMPD2,5,Yes
FRMPD3,2,Yes
FRMPD4,2,Yes
FRRS1,2,Yes
FRRS1L,2,Yes
FRS2,7,Yes
FRS3,7,Yes
FRY,1,Yes
FRYL,1,Yes
FRZB,15,Yes
FSBP,35,Yes
FSCN1,2,Yes
FSCN2,2,Yes
FSCN3,2,Yes
FSD1,3,Yes
FSD1L,3,Yes
FSD2,3,Yes
FSHB,10,Yes
FSHR,3,Yes
FST,6,Yes
FSTL1,6,Yes
FSTL3,6,Yes
FSTL4,6,Yes
FSTL5,6,Yes
FTCD,1,Yes
FTCDNL1,1,Yes
FTH1,3,Yes
FTHL17,3,Yes
FTL,3,Yes
FTMT,3,Yes
FTSJ1,3,Yes
FTSJ3,3,Yes
FUBP1,12,Yes
FUBP3,12,Yes
FUCA1,1,Yes
FUCA2,1,Yes
FUNDC1,1,Yes
FUNDC2,1,Yes
FURIN,9,Yes
FUS,2,Yes
FUT1,1,Yes
FUT10,7,Yes
FUT11,7,Yes
FUT2,1,Yes
FUT3,7,Yes
FUT4,7,Yes
FUT5,7,Yes
FUT6,7,Yes
FUT7,7,Yes
FUT9,7,Yes
FXR1,2,Yes
FXR2,2,Yes
FXYD1,7,Yes
FXYD2,7,Yes
FXYD3,7,Yes
FXYD4,7,Yes
FXYD6,7,Yes
FXYD6-FXYD2,7,Yes
FXYD7,7,Yes
FYB1,2,Yes
FYB2,2,Yes
FYCO1,1,Yes
FYN,32,Yes
FZD1,15,Yes
FZD10,15,Yes
FZD2,15,Yes
FZD3,15,Yes
FZD4,15,Yes
FZD5,15,Yes
FZD6,15,Yes
FZD7,15,Yes
FZD8,15,Yes
FZD9,15,Yes
FZR1,2,Yes
G2E3,3,Yes
G3BP1,1,Yes
G3BP2,1,Yes
G6PC,2,Yes
G6PC2,2,Yes
G6PC3,2,Yes
G6PD,1,Yes
GAA,7,Yes
GAB1,7,Yes
GAB2,7,Yes
GAB3,7,Yes
GAB4,7,Yes
GABARAP,6,Yes
GABARAPL1,6,Yes
GABARAPL2,6,Yes
GABBR1,2,Yes
GABBR2,2,Yes
GABPA,29,Yes
GABPB1,2,Yes
GABPB2,2,Yes
GABRA1,46,Yes
GABRA2,46,Yes
GABRA3,46,Yes
GABRA4,46,Yes
GABRA5,46,Yes
GABRA6,46,Yes
GABRB1,46,Yes
GABRB2,46,Yes
GABRB3,46,Yes
GABRD,46,Yes
GABRE,46,Yes
GABRG1,46,Yes
GABRG2,46,Yes
GABRG3,46,Yes
GABRP,46,Yes
GABRQ,46,Yes
GABRR1,46,Yes
GABRR2,46,Yes
GABRR3,46,Yes
GAD1,7,Yes
GAD2,7,Yes
GADD45A,2,Yes
GADD45B,2,Yes
GADD45G,2,Yes
GADL1,7,Yes
GAGE1,22,Yes
GAGE10,22,Yes
GAGE12C,22,Yes
GAGE12D,22,Yes
GAGE12E,22,Yes
GAGE12F,22,Yes
GAGE12G,22,Yes
GAGE12H,22,Yes
GAGE12J,22,Yes
GAGE13,22,Yes
GAGE2A,22,Yes
GAGE2E,22,Yes
GAK,1,Yes
GAL3ST1,3,Yes
GAL3ST2,3,Yes
GAL3ST3,3,Yes
GAL3ST4,3,Yes
GALE,10,Yes
GALK1,2,Yes
GALK2,2,Yes
GALNS,17,Yes
GALNT1,21,Yes
GALNT10,21,Yes
GALNT11,21,Yes
GALNT12,21,Yes
GALNT13,21,Yes
GALNT14,21,Yes
GALNT15,21,Yes
GALNT16,21,Yes
GALNT17,21,Yes
GALNT18,21,Yes
GALNT2,21,Yes
GALNT3,21,Yes
GALNT4,21,Yes
GALNT5,21,Yes
GALNT6,21,Yes
GALNT7,21,Yes
GALNT8,21,Yes
GALNT9,21,Yes
GALNTL5,21,Yes
GALNTL6,21,Yes
GALR1,16,Yes
GALR2,23,Yes
GALR3,16,Yes
GAN,55,Yes
GANAB,7,Yes
GANC,7,Yes
GAP43,2,Yes
GAPDH,1,Yes
GAPDHS,1,Yes
GAPVD1,7,Yes
GAREM1,1,Yes
GAREM2,1,Yes
GARNL3,6,Yes
GARS,1,Yes
GAS2,7,Yes
GAS2L1,7,Yes
GAS2L2,36,Yes
GAS2L3,36,Yes
GAS6,3,Yes
GASK1A,1,Yes
GASK1B,1,Yes
GATA1,7,Yes
GATA2,7,Yes
GATA3,7,Yes
GATA4,7,Yes
GATA5,7,Yes
GATA6,7,Yes
GATAD2A,1,Yes
GATAD2B,1,Yes
GATC,1,Yes
GATD3A,2,Yes
GATD3B,2,Yes
GBE1,7,Yes
GBF1,16,Yes
GBGT1,3,Yes
GBP1,10,Yes
GBP2,10,Yes
GBP3,10,Yes
GBP4,10,Yes
GBP5,10,Yes
GBP6,10,Yes
GBP7,10,Yes
GBX1,1,Yes
GBX2,1,Yes
GC,3,Yes
GCA,20,Yes
GCAT,5,Yes
GCC1,1,Yes
GCC2,3,Yes
GCDH,14,Yes
GCFC2,1,Yes
GCGR,44,Yes
GCK,4,Yes
GCM1,1,Yes
GCM2,1,Yes
GCN1,1,Yes
GCNT1,8,Yes
GCNT2,8,Yes
GCNT3,8,Yes
GCNT4,8,Yes
GCNT7,8,Yes
GCOM1,4,Yes
GCSAM,1,Yes
GCSAML,1,Yes
GCSAML-AS1,93,Yes
GCSH,2,Yes
GDAP1,14,Yes
GDAP1L1,14,Yes
GDAP2,2,Yes
GDE1,5,Yes
GDF1,32,Yes
GDF10,32,Yes
GDF11,32,Yes
GDF15,32,Yes
GDF2,32,Yes
GDF3,32,Yes
GDF5,32,Yes
GDF6,32,Yes
GDF7,32,Yes
GDF9,32,Yes
GDI1,3,Yes
GDI2,3,Yes
GDNF,3,Yes
GDPD1,5,Yes
GDPD2,5,Yes
GDPD3,5,Yes
GDPD4,5,Yes
GDPD5,5,Yes
GDPGP1,1,Yes
GEM,35,Yes
GEMIN5,9,Yes
GEN1,2,Yes
GFAP,69,Yes
GFI1,29,Yes
GFI1B,29,Yes
GFM1,18,Yes
GFM2,18,Yes
GFOD1,3,Yes
GFOD2,3,Yes
GFPT1,1,Yes
GFPT2,1,Yes
GFRA1,4,Yes
GFRA2,4,Yes
GFRA3,4,Yes
GFRA4,4,Yes
GFRAL,4,Yes
GGA1,11,Yes
GGA2,11,Yes
GGA3,11,Yes
GGCT,1,Yes
GGN,2,Yes
GGPS1,2,Yes
GGT1,8,Yes
GGT2,7,Yes
GGT5,7,Yes
GGT6,7,Yes
GGT7,7,Yes
GGTLC1,7,Yes
GGTLC2,7,Yes
GGTLC3,7,Yes
GH1,6,Yes
GH2,6,Yes
GHITM,6,Yes
GHR,25,Yes
GHRH,2,Yes
GHRHR,44,Yes
GHSR,15,Yes
GID8,3,Yes
GIGYF1,1,Yes
GIGYF2,1,Yes
GIMAP1,8,Yes
GIMAP1-GIMAP5,8,Yes
GIMAP2,8,Yes
GIMAP4,8,Yes
GIMAP5,8,Yes
GIMAP6,8,Yes
GIMAP7,8,Yes
GIMAP8,8,Yes
GIMD1,8,Yes
GIPC1,2,Yes
GIPC2,2,Yes
GIPC3,2,Yes
GIPR,44,Yes
GIT1,28,Yes
GIT2,28,Yes
GJA1,20,Yes
GJA10,20,Yes
GJA3,20,Yes
GJA4,20,Yes
GJA5,20,Yes
GJA8,20,Yes
GJA9,20,Yes
GJB1,20,Yes
GJB2,20,Yes
GJB3,20,Yes
GJB4,20,Yes
GJB5,20,Yes
GJB6,20,Yes
GJB7,20,Yes
GJC1,20,Yes
GJC2,20,Yes
GJC3,20,Yes
GJD2,20,Yes
GJD3,20,Yes
GJD4,20,Yes
GJE1,20,Yes
GK,7,Yes
GK2,7,Yes
GK3P,7,Yes
GK5,7,Yes
GKN1,3,Yes
GKN2,3,Yes
GLA,1,Yes
GLB1,3,Yes
GLB1L,3,Yes
GLB1L2,3,Yes
GLB1L3,3,Yes
GLCCI1,2,Yes
GLDN,9,Yes
GLI1,14,Yes
GLI2,14,Yes
GLI3,14,Yes
GLI4,182,Yes
GLIPR1,13,Yes
GLIPR1L1,13,Yes
GLIPR1L2,13,Yes
GLIPR2,13,Yes
GLIS1,14,Yes
GLIS2,14,Yes
GLIS3,14,Yes
GLO1,1,Yes
GLOD4,1,Yes
GLOD5,1,Yes
GLP1R,44,Yes
GLP2R,44,Yes
GLRA1,46,Yes
GLRA2,46,Yes
GLRA3,46,Yes
GLRA4,46,Yes
GLRB,46,Yes
GLRX2,2,Yes
GLRX3,1,Yes
GLRX5,1,Yes
GLS,1,Yes
GLS2,1,Yes
GLT1D1,3,Yes
GLT6D1,3,Yes
GLT8D1,1,Yes
GLT8D2,1,Yes
GLTP,5,Yes
GLTPD2,5,Yes
GLUD1,1,Yes
GLUD2,1,Yes
GLUL,1,Yes
GLYAT,4,Yes
GLYATL1,4,Yes
GLYATL1B,4,Yes
GLYATL2,4,Yes
GLYATL3,4,Yes
GLYR1,1,Yes
GMCL1,3,Yes
GMCL2,3,Yes
GMDS,10,Yes
GMEB1,1,Yes
GMEB2,1,Yes
GMFB,1,Yes
GMFG,1,Yes
GMIP,2,Yes
GML,1,Yes
GMNC,2,Yes
GMNN,2,Yes
GMPPA,3,Yes
GMPPB,3,Yes
GMPR,3,Yes
GMPR2,3,Yes
GNA11,15,Yes
GNA12,15,Yes
GNA13,15,Yes
GNA14,15,Yes
GNA15,15,Yes
GNAI1,15,Yes
GNAI2,15,Yes
GNAI3,15,Yes
GNAL,15,Yes
GNAO1,15,Yes
GNAQ,15,Yes
GNAS,15,Yes
GNAT1,15,Yes
GNAT2,15,Yes
GNAT3,15,Yes
GNAZ,15,Yes
GNB1,4,Yes
GNB1L,1,Yes
GNB2,4,Yes
GNB3,4,Yes
GNB4,4,Yes
GNB5,4,Yes
GNG10,10,Yes
GNG11,10,Yes
GNG12,10,Yes
GNG2,10,Yes
GNG3,10,Yes
GNG4,10,Yes
GNG5,10,Yes
GNG7,10,Yes
GNGT1,10,Yes
GNGT2,10,Yes
GNL1,6,Yes
GNL2,6,Yes
GNL3,6,Yes
GNL3L,6,Yes
GNPAT,2,Yes
GNPDA1,1,Yes
GNPDA2,1,Yes
GNPTG,1,Yes
GNRH1,1,Yes
GNRH2,1,Yes
GNRHR,16,Yes
GNS,17,Yes
GOLGA1,1,Yes
GOLGA2,18,Yes
GOLGA3,3,Yes
GOLGA6A,18,Yes
GOLGA6B,18,Yes
GOLGA6C,18,Yes
GOLGA6D,18,Yes
GOLGA6L1,7,Yes
GOLGA6L10,7,Yes
GOLGA6L2,7,Yes
GOLGA6L22,7,Yes
GOLGA6L4,7,Yes
GOLGA6L6,7,Yes
GOLGA6L7,7,Yes
GOLGA6L9,7,Yes
GOLGA7,1,Yes
GOLGA7B,1,Yes
GOLGA8A,18,Yes
GOLGA8B,18,Yes
GOLGA8F,18,Yes
GOLGA8G,18,Yes
GOLGA8H,18,Yes
GOLGA8J,18,Yes
GOLGA8K,18,Yes
GOLGA8M,18,Yes
GOLGA8N,18,Yes
GOLGA8O,18,Yes
GOLGA8Q,18,Yes
GOLGA8R,18,Yes
GOLGA8S,18,Yes
GOLGA8T,18,Yes
GOLM1,1,Yes
GOLPH3,1,Yes
GOLPH3L,1,Yes
GOLT1A,3,Yes
GOLT1B,3,Yes
GON4L,1,Yes
GOPC,1,Yes
GORASP1,1,Yes
GORASP2,1,Yes
GOSR2,3,Yes
GOT1,2,Yes
GOT1L1,2,Yes
GOT2,2,Yes
GP1BA,22,Yes
GP1BB,1,Yes
GP2,5,Yes
GP5,26,Yes
GP6,25,Yes
GP9,1,Yes
GPA33,15,Yes
GPAM,2,Yes
GPAT2,2,Yes
GPAT3,4,Yes
GPAT4,4,Yes
GPATCH2,1,Yes
GPATCH2L,1,Yes
GPATCH4,1,Yes
GPATCH8,2,Yes
GPBP1,1,Yes
GPBP1L1,1,Yes
GPC1,5,Yes
GPC2,5,Yes
GPC3,5,Yes
GPC4,5,Yes
GPC5,5,Yes
GPC6,5,Yes
GPD1,1,Yes
GPD1L,1,Yes
GPER1,1,Yes
GPHB5,10,Yes
GPIHBP1,3,Yes
GPM6A,2,Yes
GPM6B,2,Yes
GPN1,2,Yes
GPN2,2,Yes
GPN3,2,Yes
GPNMB,2,Yes
GPR1,17,Yes
GPR101,19,Yes
GPR107,3,Yes
GPR108,3,Yes
GPR119,18,Yes
GPR12,18,Yes
GPR132,7,Yes
GPR135,3,Yes
GPR137,2,Yes
GPR137B,2,Yes
GPR137C,2,Yes
GPR139,1,Yes
GPR141,7,Yes
GPR142,1,Yes
GPR146,7,Yes
GPR148,15,Yes
GPR149,17,Yes
GPR15,7,Yes
GPR150,16,Yes
GPR151,7,Yes
GPR152,10,Yes
GPR153,1,Yes
GPR155,3,Yes
GPR156,2,Yes
GPR157,1,Yes
GPR158,1,Yes
GPR161,25,Yes
GPR162,1,Yes
GPR17,16,Yes
GPR171,6,Yes
GPR173,2,Yes
GPR174,7,Yes
GPR176,3,Yes
GPR179,1,Yes
GPR18,16,Yes
GPR180,1,Yes
GPR182,1,Yes
GPR183,7,Yes
GPR19,33,Yes
GPR20,16,Yes
GPR21,25,Yes
GPR22,16,Yes
GPR25,7,Yes
GPR26,3,Yes
GPR27,2,Yes
GPR3,18,Yes
GPR31,15,Yes
GPR32,8,Yes
GPR33,8,Yes
GPR34,6,Yes
GPR35,16,Yes
GPR37,15,Yes
GPR37L1,15,Yes
GPR39,15,Yes
GPR4,16,Yes
GPR42,15,Yes
GPR45,3,Yes
GPR50,33,Yes
GPR52,25,Yes
GPR55,16,Yes
GPR6,18,Yes
GPR61,3,Yes
GPR62,3,Yes
GPR63,3,Yes
GPR65,16,Yes
GPR68,1,Yes
GPR75,33,Yes
GPR78,3,Yes
GPR82,15,Yes
GPR83,33,Yes
